Age,Gender,MaritalStatus,Education,Occupation,MonthlyIncomeINR,City,Organization,EventsAttendedAnnually,VisitReason,FirstVisit,EventDiscovery,RegistrationMode,PreferredEventType,HoursSpent,TravelDistance,AttendingWith,ParticipationFrequency,SpendPerVisitINR,PremiumSeatingInterest,BundlePreference,NetworkingInterest,FoodPreferences,MaxFoodSpendINR,SponsorOrExhibitorInterest,CoWorkingInterest,PostEventPartyInterest,Importance_Parking,Importance_Restrooms,Importance_Accessibility,Importance_WiFi,Importance_Signage,Importance_Security,Importance_Seating Comfort,Importance_Cleanliness,Experience_Mobile App,Experience_Digital Ticketing,Experience_Interactive Screens,Experience_Live Streaming,OverallCleanlinessRating,StaffHelpful,NavigationEasy,UsedCloakRoom,UseMobileApp,UsedPublicTransport,SocialMediaPostIntent,ReadReviews,LivePollParticipation,SharePreferencesForPersonalization,NewsletterSubscription,RecommendJioWorldCentre,OverallSatisfaction,ChallengesFaced,MainConcern,RegPaymentIssue,SustainabilityImportance,Suggestions,AdditionalFacilities,ContactConsent,Email
32,Male,Married,Graduate,Academic,77828,Bangalore,Not Disclosed,5,Meeting,Yes,Ad,Online,Art & Culture,4.8,50-100km,Alone,Quarterly,2889,No,Event + Food,No,"Asian,Quick snacks,No preference",1263,Yes,No,Maybe,4,5,2,4,5,4,4,4,4,2,3,3,4,Somewhat,Yes,Yes,Yes,No,No,Never,No,Yes,No,10.0,9.0,"Tech Issues,Food Quality,Waiting Time",Pricing,No,4,,,No,
41,Female,Single,High School,Academic,70383,Mumbai,Not Disclosed,2,Other,No,Email,Online,Academic,5.6,Within city,Family,Quarterly,5212,No,VIP Perks,No,Continental,3942,Maybe,Yes,Yes,5,4,4,3,3,4,4,4,5,3,4,5,4,Yes,Somewhat,No,No,No,Maybe,Never,Yes,No,Yes,10.0,7.0,"Parking,Seating,Accessibility",Pricing,No,5,,,No,
40,Male,Other,Postgraduate,Corporate,53344,Chennai,Infosys,0,Conference,No,Social Media,Through organization,Industry,4.6,Within city,Family,Monthly,999,Yes,Event + Food,No,Indian,2652,No,No,Yes,5,5,5,5,5,3,4,4,5,4,4,3,4,Yes,Yes,No,Maybe,No,No,Sometimes,Yes,Yes,No,5.0,7.0,Waiting Time,COVID-19,Somewhat,3,,,Yes,
22,Male,Single,Postgraduate,Student,47372,Mumbai,College,3,Conference,No,Social Media,Through organization,Other,7.7,Within city,Other,Annually,1043,No,VIP Perks,Yes,"Quick snacks,Asian,Indian",2260,No,No,No,4,3,5,3,5,3,4,3,5,4,5,3,5,Yes,Somewhat,No,Yes,Sometimes,No,Sometimes,No,Yes,No,10.0,9.0,"Waiting Time,Parking,Seating",COVID-19,Somewhat,4,,,No,
38,Female,Married,High School,Other,47754,Other,Reliance,1,Meeting,No,Social Media,Online,Family,4.4,50-100km,Alone,Annually,3393,No,None,Yes,"Continental,Gluten-free,Quick snacks",1498,No,No,No,5,3,3,4,5,5,3,4,3,4,2,1,5,Yes,Yes,Yes,Yes,No,Maybe,Sometimes,Yes,Yes,No,9.0,10.0,Food Quality,Facilities,No,4,,,Yes,
32,Male,Married,Graduate,Corporate,73462,Other,Not Disclosed,5,Exhibition,Yes,Social Media,Online,Entertainment,4.2,Within city,Friends,Quarterly,1058,Yes,Parking,Yes,Continental,460,No,Maybe,No,3,5,3,5,5,4,2,5,4,4,4,5,4,Yes,Somewhat,No,Yes,Sometimes,Yes,Sometimes,Yes,No,Yes,10.0,7.0,"Signage,Food Quality,Accessibility",Facilities,No,3,,,No,
29,Male,Single,Postgraduate,Corporate,74409,Mumbai,Not Disclosed,1,Exhibition,Yes,Email,Online,Academic,2.9,International,Colleagues,Annually,12675,No,VIP Perks,Yes,"No preference,Quick snacks,Indian",874,No,No,Maybe,5,4,3,3,5,2,4,5,3,3,4,5,4,Yes,Yes,No,Yes,No,Maybe,Sometimes,No,Yes,Yes,7.0,10.0,"Tech Issues,Signage",Crowds,Yes,4,,,No,user3143@mail.com
28,Male,Married,Postgraduate,Entrepreneur,289372,Other,Not Disclosed,5,Meeting,No,Corporate,Online,Art & Culture,3.5,50-100km,Alone,Annually,3855,Yes,Parking,Yes,"Vegan,No preference,Indian",945,No,No,No,4,4,4,5,3,4,4,5,3,4,3,5,5,Yes,Yes,No,Yes,No,No,Sometimes,Yes,No,Yes,10.0,8.0,"Waiting Time,Other,Accessibility",Pricing,No,2,,,Yes,
45,Male,Married,Postgraduate,Corporate,46678,Mumbai,HUL,6,Meeting,Yes,Social Media,Other,Industry,3.8,Within city,Family,Quarterly,6499,No,Networking Access,Yes,"Indian,Gluten-free,Asian",1157,No,No,Yes,2,4,4,5,3,4,4,3,4,2,2,3,5,Yes,No,No,Yes,No,No,Sometimes,Yes,No,Yes,10.0,10.0,"Waiting Time,Signage,Food Quality",Safety,No,5,,,No,
46,Male,Married,Postgraduate,Corporate,288838,Bangalore,TCS,1,Conference,No,Other,At venue,Family,5.7,Within city,Alone,Quarterly,5691,Yes,Event + Food,Yes,Gluten-free,270,No,No,Maybe,5,3,5,4,4,5,5,5,3,3,5,3,3,Yes,Yes,No,Yes,No,No,Sometimes,Yes,Maybe,No,9.0,4.0,"Accessibility,Other",Crowds,Yes,3,,,No,
34,Female,Single,Postgraduate,Corporate,117608,Mumbai,Infosys,2,Banquet,No,Word of Mouth,Online,Entertainment,3.8,Outstation,Alone,Annually,6694,No,Parking,Yes,"Gluten-free,No preference",729,Yes,No,Maybe,3,3,4,5,5,3,4,5,4,4,3,3,5,Yes,Yes,No,Yes,No,Maybe,Sometimes,Yes,No,Yes,8.0,8.0,Food Quality,Crowds,No,3,,,No,user3130@mail.com
26,Male,Single,High School,Entrepreneur,72483,Mumbai,Startup,4,Performance,No,Word of Mouth,Online,Industry,4.0,Within city,Alone,Quarterly,2361,Yes,Networking Access,No,"Indian,Quick snacks,Gluten-free",526,No,No,Yes,5,4,5,5,5,5,3,5,3,4,5,3,5,Somewhat,Yes,Yes,Yes,No,No,Sometimes,Yes,Maybe,Yes,6.0,10.0,Seating,COVID-19,Yes,4,,,No,
33,Male,Married,Graduate,Corporate,141975,Hyderabad,Reliance,3,Exhibition,No,Ad,Online,Art & Culture,7.4,Within city,Friends,Rarely,5576,No,Parking,Yes,"Indian,Continental",2851,No,No,No,4,5,3,4,3,4,4,4,2,2,2,4,3,Yes,Yes,No,Yes,Sometimes,No,Sometimes,No,Maybe,No,9.0,6.0,"Accessibility,Tech Issues",Facilities,Yes,5,,,No,
50,Male,Married,Postgraduate,Academic,145848,Chennai,Not Disclosed,4,Conference,No,Email,Online,Industry,7.0,Within city,Alone,Monthly,2601,No,Parking,Yes,"Continental,No preference",416,No,No,Yes,5,4,5,4,3,5,3,3,4,4,3,3,4,Yes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,No,8.0,10.0,"Accessibility,Waiting Time,Other",Crowds,No,5,,,Yes,
45,Male,Married,High School,Artist,83840,Bangalore,TCS,4,Conference,Yes,Social Media,Online,Academic,5.9,Within city,Family,Rarely,1910,No,Event + Food,Yes,"Continental,Asian",2460,Yes,Yes,No,3,2,4,4,5,4,3,5,5,3,3,4,5,Somewhat,No,Yes,No,No,No,Sometimes,Yes,No,Yes,5.0,9.0,"Accessibility,Signage,Waiting Time",Crowds,No,3,,,No,
25,Female,Married,Graduate,Corporate,129346,Mumbai,College,6,Conference,No,Corporate,Online,Industry,2.1,Within city,Friends,Annually,3733,No,VIP Perks,No,"Quick snacks,Gluten-free",707,No,No,No,5,4,4,3,4,3,4,4,4,1,4,5,5,Somewhat,Somewhat,No,Maybe,Yes,No,Sometimes,Yes,No,No,5.0,8.0,"Signage,Waiting Time",Pricing,No,5,,,No,user4323@mail.com
21,Male,Married,High School,Corporate,73370,Mumbai,TCS,3,Banquet,No,Ad,Online,Entertainment,5.8,Within city,Alone,Rarely,6419,No,Networking Access,Yes,"No preference,Quick snacks",1010,No,No,Maybe,4,3,4,5,5,4,4,5,3,4,4,5,3,Yes,Yes,No,Yes,Sometimes,Yes,Always,No,Yes,No,10.0,10.0,"Food Quality,Accessibility",Pricing,No,3,,,Yes,
29,Female,Other,Postgraduate,Corporate,90287,Pune,Not Disclosed,1,Conference,No,Ad,Other,Academic,6.4,Outstation,Family,Rarely,6831,No,VIP Perks,No,"Gluten-free,Quick snacks",1494,No,Maybe,Yes,4,4,5,3,3,4,4,3,3,3,5,2,4,Yes,Yes,Yes,No,Yes,No,Sometimes,No,Yes,No,7.0,9.0,"Seating,Accessibility,Waiting Time",Facilities,No,3,,,No,
29,Male,Single,Postgraduate,Entrepreneur,217284,Other,College,6,Conference,No,Other,Online,Entertainment,3.2,Within city,Friends,Rarely,3414,No,Event + Food,Yes,"Asian,Gluten-free",1708,No,No,Yes,5,5,5,5,4,5,3,4,4,3,3,5,4,Yes,Yes,No,Maybe,No,Yes,Always,No,No,Yes,8.0,10.0,Waiting Time,Facilities,No,3,,,Yes,
40,Male,Single,Graduate,Corporate,118612,Hyderabad,Not Disclosed,5,Performance,No,Ad,At venue,Art & Culture,1.1,Outstation,Family,Monthly,1998,No,Event + Food,No,"No preference,Vegan,Continental",628,Yes,No,Yes,3,5,5,4,5,4,5,3,5,5,3,3,5,Yes,Yes,No,Yes,Yes,No,Always,No,No,No,7.0,10.0,Food Quality,Crowds,No,4,,,No,
36,Female,Married,Postgraduate,Corporate,71427,Delhi,Not Disclosed,3,Exhibition,Yes,Social Media,Through organization,Art & Culture,4.3,Within city,Family,Annually,19535,Yes,Networking Access,No,"Continental,No preference",2329,No,No,Yes,4,3,4,5,3,5,4,4,5,4,4,3,4,Yes,Somewhat,No,Maybe,No,Yes,Never,Yes,No,No,5.0,6.0,Other,Facilities,No,3,,,Yes,
18,Female,Single,Graduate,Corporate,48604,Mumbai,Not Disclosed,5,Meeting,Yes,Social Media,Online,Academic,5.2,Within city,Family,Quarterly,4614,No,None,No,Asian,1341,No,Yes,Yes,4,4,5,5,3,4,4,5,4,4,3,3,5,Yes,Yes,Yes,Yes,No,Maybe,Sometimes,No,Yes,No,8.0,5.0,"Accessibility,Other,Seating",Safety,No,5,,,No,
40,Female,Married,Graduate,Corporate,133908,Other,Other,2,Conference,No,Ad,Through organization,Industry,3.4,Within city,Alone,Rarely,15511,Yes,None,Yes,"Asian,Continental,Indian",3035,No,No,No,2,5,4,3,5,5,5,4,3,4,2,3,5,Yes,Yes,No,Maybe,Yes,No,Sometimes,Yes,No,No,9.0,8.0,Food Quality,Pricing,Somewhat,3,,,No,
34,Male,Married,Postgraduate,Corporate,118311,Bangalore,Startup,5,Performance,No,Corporate,Through organization,Art & Culture,5.3,Within city,Friends,Monthly,1242,No,None,Yes,Continental,2702,No,Maybe,Yes,4,3,3,4,4,3,3,4,5,2,4,3,4,Yes,Yes,Yes,No,Yes,No,Never,Yes,No,No,9.0,6.0,Parking,Crowds,Yes,3,,,No,
41,Male,Married,Postgraduate,Corporate,84725,Bangalore,TCS,2,Conference,Yes,Email,Online,Family,5.7,Within city,Alone,Quarterly,5494,No,Event + Food,Yes,"Asian,Indian",2260,Yes,No,No,4,5,4,3,5,5,4,4,3,4,1,3,4,Yes,Yes,No,Yes,No,No,Always,Yes,Yes,Yes,7.0,4.0,"Waiting Time,Parking",Safety,No,4,,,No,user3173@mail.com
39,Female,Married,PhD,Entrepreneur,64323,Mumbai,Not Disclosed,5,Conference,No,Social Media,Online,Other,4.4,50-100km,Alone,Annually,6223,No,Event + Food,Yes,Continental,3393,No,No,Yes,4,4,4,4,2,4,4,4,4,3,3,3,5,Yes,Yes,No,Yes,Yes,No,Never,Yes,No,No,5.0,8.0,"Accessibility,Waiting Time,Signage",Facilities,No,1,,,No,
23,Male,Married,Postgraduate,Academic,249416,Mumbai,TCS,4,Meeting,Yes,Email,Online,Other,7.4,Within city,Friends,Quarterly,1331,Yes,Networking Access,No,Continental,1205,No,No,Yes,5,5,4,4,5,4,3,3,4,3,2,4,5,Yes,No,No,Yes,Yes,No,Sometimes,No,Maybe,No,9.0,7.0,Tech Issues,Pricing,No,3,,,Yes,
50,Male,Single,Postgraduate,Corporate,95208,Mumbai,Reliance,2,Meeting,Yes,Ad,Online,Art & Culture,4.4,Within city,Colleagues,Quarterly,4186,No,Event + Food,No,"Asian,Quick snacks",2038,No,Maybe,Yes,4,5,5,3,4,3,5,3,3,5,2,3,4,Yes,Yes,Yes,Yes,Sometimes,Yes,Sometimes,No,Yes,Yes,8.0,10.0,"Parking,Food Quality",Crowds,No,4,,,Yes,user3296@mail.com
39,Male,Married,Graduate,Academic,119477,Other,Startup,5,Meeting,No,Ad,Through organization,Entertainment,5.8,Within city,Family,Rarely,3519,No,Event + Food,Yes,"Indian,Asian",1147,No,No,Yes,5,3,4,5,2,3,5,4,5,3,5,5,3,Yes,Yes,Yes,Yes,No,No,Sometimes,No,No,Yes,10.0,8.0,Parking,Pricing,Somewhat,5,,,No,
46,Male,Married,Graduate,Corporate,236429,Ahmedabad,Infosys,1,Exhibition,Yes,Ad,At venue,Art & Culture,1.0,Within city,Alone,Rarely,2076,Maybe,None,Yes,"Gluten-free,No preference,Quick snacks",749,No,No,No,2,4,3,5,5,4,5,4,4,4,4,4,4,Yes,Yes,Yes,Yes,No,Maybe,Sometimes,Yes,No,No,10.0,5.0,"Accessibility,Waiting Time",Facilities,No,3,,,No,
38,Male,Married,PhD,Academic,68711,Hyderabad,HUL,1,Conference,Yes,Social Media,Online,Other,3.2,Within city,Alone,Monthly,2040,Maybe,Event + Food,Yes,Continental,2063,No,Yes,No,4,3,4,4,5,5,4,3,3,4,5,2,4,Somewhat,Yes,Yes,Maybe,Yes,Maybe,Sometimes,Yes,Maybe,Yes,7.0,9.0,Seating,Crowds,No,2,,,No,
22,Male,Married,Graduate,Corporate,60338,Mumbai,Reliance,2,Performance,No,Other,At venue,Other,7.4,Within city,Alone,Annually,1600,No,Networking Access,Yes,Vegan,3014,No,Yes,No,2,4,3,4,5,3,3,4,2,3,5,4,4,Yes,Somewhat,Yes,Yes,Yes,Yes,Sometimes,No,No,No,8.0,7.0,"Accessibility,Seating",COVID-19,No,3,,,Yes,
32,Male,Single,Postgraduate,Corporate,57436,Pune,Other,6,Banquet,No,Email,Online,Art & Culture,0.0,Within city,Alone,Annually,2612,Yes,VIP Perks,Yes,"Vegan,Gluten-free",2194,No,Yes,No,4,4,3,5,5,3,4,3,4,3,5,3,5,Yes,No,No,Yes,Yes,Yes,Sometimes,No,Yes,No,4.0,7.0,Accessibility,Crowds,Yes,2,,,Yes,
33,Male,Married,Graduate,Corporate,142473,Bangalore,Startup,0,Exhibition,Yes,Email,Online,Entertainment,4.1,50-100km,Alone,Monthly,6671,Maybe,Event + Food,No,No preference,1115,No,No,No,5,5,3,4,3,3,5,5,3,3,5,4,4,Yes,Yes,No,Yes,No,No,Always,No,Yes,No,7.0,10.0,"Parking,Waiting Time,Tech Issues",Pricing,No,3,,,No,user4037@mail.com
29,Male,Married,Postgraduate,Corporate,204118,Mumbai,Other,7,Conference,No,Email,Through organization,Art & Culture,4.2,Within city,Alone,Annually,4775,Maybe,Event + Food,Yes,"Gluten-free,No preference,Continental",1470,Maybe,No,No,5,5,5,4,4,4,4,5,3,4,3,1,3,No,Yes,Yes,Yes,Yes,No,Never,Yes,Yes,No,7.0,10.0,"Signage,Seating",Pricing,Yes,4,,,Yes,
32,Male,Married,High School,Corporate,93907,Chennai,Infosys,4,Meeting,Yes,Word of Mouth,Through organization,Industry,7.5,Within city,Family,Annually,2798,No,Networking Access,No,Indian,1108,No,Maybe,No,5,4,5,4,4,4,5,3,4,2,3,2,4,Yes,Somewhat,No,No,No,Maybe,Always,No,Yes,Yes,9.0,10.0,"Other,Seating,Tech Issues",Crowds,No,4,,,No,
38,Male,Married,Graduate,Student,109229,Chennai,College,2,Performance,No,Social Media,Through organization,Industry,3.7,Within city,Family,Quarterly,5744,Yes,None,No,"No preference,Asian",868,No,Yes,No,5,4,4,5,3,5,5,5,5,4,4,2,5,Yes,Yes,Yes,Maybe,No,Yes,Always,No,No,No,8.0,7.0,Parking,Facilities,Yes,3,,,No,
29,Male,Married,PhD,Student,124822,Mumbai,Not Disclosed,7,Performance,No,Ad,Online,Other,4.5,Outstation,Colleagues,Rarely,3879,Yes,Event + Food,No,Quick snacks,1300,No,Yes,Yes,3,4,5,4,5,5,3,4,3,3,3,5,4,Yes,Yes,No,No,No,Maybe,Sometimes,No,No,No,9.0,8.0,"Tech Issues,Food Quality,Waiting Time",Pricing,Somewhat,4,,,No,
53,Female,Married,Graduate,Corporate,96789,Mumbai,Not Disclosed,6,Meeting,No,Social Media,Other,Industry,4.8,Outstation,Family,Annually,5843,No,Event + Food,Yes,"Quick snacks,Indian,Gluten-free",1714,No,Yes,Maybe,3,4,4,4,4,5,4,3,3,3,4,3,5,Yes,Yes,Yes,Yes,No,No,Never,Yes,No,Yes,10.0,6.0,"Waiting Time,Accessibility,Tech Issues",Crowds,No,4,,,No,
33,Female,Married,Graduate,Corporate,268178,Mumbai,Not Disclosed,4,Performance,Yes,Word of Mouth,Through organization,Industry,4.2,Within city,Alone,Monthly,7420,No,Event + Food,No,"Asian,Indian",2044,No,No,Yes,4,5,3,3,4,4,5,5,4,2,4,3,4,Yes,Yes,No,Yes,Yes,Maybe,Always,No,Maybe,No,10.0,10.0,"Signage,Food Quality,Accessibility",Facilities,No,5,,,No,
40,Female,Single,PhD,Entrepreneur,342475,Delhi,Not Disclosed,4,Banquet,Yes,Other,Online,Entertainment,4.1,Within city,Alone,Monthly,6206,No,Event + Food,Yes,"Vegan,Asian",3812,Maybe,No,Yes,4,5,5,4,4,4,5,5,3,2,3,3,5,Somewhat,Yes,No,Yes,No,No,Sometimes,No,Maybe,Yes,6.0,5.0,Parking,Crowds,Yes,3,,,No,
47,Male,Married,Postgraduate,Corporate,107880,Hyderabad,Reliance,4,Performance,No,Social Media,Online,Entertainment,2.6,Within city,Colleagues,Monthly,6690,No,Event + Food,Yes,"Continental,No preference",1031,No,No,Yes,4,5,3,4,4,4,4,5,3,2,3,3,4,Yes,Somewhat,No,Yes,Sometimes,Yes,Sometimes,Yes,Yes,Yes,6.0,10.0,"Accessibility,Parking",COVID-19,No,5,,,No,
37,Male,Single,Graduate,Corporate,120479,Mumbai,HUL,1,Exhibition,No,Other,Online,Academic,3.7,International,Friends,Annually,20843,No,Networking Access,No,Indian,1746,No,No,No,3,4,5,3,2,4,5,5,3,5,4,2,4,Yes,Yes,Yes,Yes,No,Yes,Sometimes,No,Yes,Yes,8.0,10.0,Seating,Crowds,No,5,,,Yes,user4888@mail.com
30,Female,Single,Other,Corporate,136471,Mumbai,HUL,1,Banquet,No,Word of Mouth,At venue,Family,0.4,Within city,Alone,Monthly,12302,Yes,Parking,Yes,"Continental,Indian,No preference",2876,No,No,Yes,5,5,4,4,5,5,4,2,4,2,4,5,5,Yes,Somewhat,No,No,Sometimes,No,Always,No,Maybe,No,3.0,8.0,"Seating,Parking",COVID-19,No,3,,,No,user3504@mail.com
38,Female,Married,PhD,Corporate,69983,Mumbai,Not Disclosed,5,Exhibition,No,Email,Online,Academic,0.8,Within city,Alone,Quarterly,9377,Yes,Event + Food,No,"Vegan,Quick snacks",1878,Maybe,Yes,Yes,4,5,4,3,5,2,4,3,3,4,5,4,4,Somewhat,Yes,No,No,No,No,Sometimes,Yes,Yes,No,10.0,8.0,"Signage,Waiting Time,Seating",Pricing,No,2,,,No,
19,Male,Married,Graduate,Corporate,48555,Mumbai,Not Disclosed,6,Performance,Yes,Corporate,Online,Industry,6.0,Outstation,Colleagues,Quarterly,2744,Yes,Event + Food,Yes,"Continental,Gluten-free,Vegan",2277,No,Yes,Yes,4,3,4,4,4,5,5,5,3,4,3,3,5,Yes,Yes,Yes,Yes,No,Yes,Sometimes,No,Yes,No,7.0,9.0,"Other,Parking",Pricing,No,4,,,Yes,user3513@mail.com
42,Female,Married,Graduate,Corporate,149856,Mumbai,College,2,Conference,Yes,Word of Mouth,Online,Industry,3.1,Within city,Alone,Annually,10516,No,Networking Access,Yes,"Continental,Quick snacks,Gluten-free",999,Maybe,Maybe,Yes,4,4,4,5,5,4,5,4,5,4,4,3,4,No,Yes,No,Yes,Yes,No,Sometimes,No,No,Yes,9.0,8.0,"Food Quality,Signage,Waiting Time",Facilities,No,4,,,No,
33,Male,Single,Postgraduate,Student,53709,Other,Reliance,4,Performance,No,Word of Mouth,Online,Family,1.7,Within city,Family,Annually,6521,Yes,None,No,"Indian,No preference,Asian",1274,No,No,Yes,5,4,3,4,5,5,4,5,4,1,4,3,4,No,Yes,Yes,Yes,No,No,Sometimes,Yes,No,No,9.0,8.0,Other,Facilities,No,3,,,Yes,
41,Male,Married,Graduate,Corporate,32500,Bangalore,TCS,4,Exhibition,Yes,Other,Online,Industry,2.6,Within city,Family,Annually,814,No,Parking,Yes,"Quick snacks,Gluten-free",2343,Yes,No,Yes,4,4,4,5,5,4,3,4,3,5,1,5,5,Yes,Yes,No,Yes,No,No,Sometimes,No,No,No,10.0,7.0,"Tech Issues,Other,Food Quality",Pricing,No,5,,,No,
50,Female,Married,Graduate,Entrepreneur,97222,Mumbai,Not Disclosed,1,Banquet,Yes,Corporate,Online,Art & Culture,4.0,Within city,Alone,Quarterly,6404,No,Event + Food,Yes,"Vegan,Continental",845,No,No,Maybe,4,3,3,5,4,5,5,5,3,5,2,4,5,Somewhat,Yes,Yes,Yes,Yes,No,Sometimes,No,Yes,Yes,8.0,7.0,Signage,Facilities,No,2,,,No,
31,Female,Married,Postgraduate,Academic,36136,Mumbai,TCS,6,Performance,Yes,Ad,Online,Industry,0.9,Within city,Alone,Monthly,2395,No,None,No,"Asian,No preference",616,No,No,No,4,4,4,5,4,5,4,4,3,4,3,3,4,Yes,Yes,Yes,Maybe,No,No,Sometimes,No,Yes,No,2.0,10.0,Other,Facilities,No,5,,,Yes,
54,Male,Married,Graduate,Entrepreneur,59754,Mumbai,HUL,4,Exhibition,No,Ad,Online,Entertainment,2.8,International,Alone,Quarterly,13517,Maybe,Networking Access,Yes,"Gluten-free,Quick snacks",597,No,Yes,Yes,5,4,3,4,5,4,4,4,2,3,1,4,4,Yes,Somewhat,No,Maybe,No,No,Sometimes,Yes,No,No,10.0,10.0,Accessibility,Safety,No,5,,,No,
34,Other,Single,Graduate,Corporate,92333,Mumbai,Not Disclosed,3,Meeting,No,Word of Mouth,Online,Entertainment,3.1,International,Friends,Quarterly,7943,Maybe,Networking Access,No,"Quick snacks,No preference",1249,No,No,Yes,4,3,5,4,3,5,5,4,3,4,4,4,3,Somewhat,Yes,Yes,Yes,No,Yes,Sometimes,No,Maybe,No,8.0,9.0,"Signage,Other,Seating",Facilities,No,2,,,No,
41,Male,Single,Graduate,Artist,67745,Mumbai,TCS,2,Banquet,Yes,Email,Through organization,Other,3.3,Within city,Alone,Rarely,3015,No,None,Yes,Asian,1422,No,No,Yes,4,4,5,4,5,5,5,5,5,2,3,4,5,Yes,Yes,No,No,No,Maybe,Always,No,No,No,10.0,7.0,"Food Quality,Other,Waiting Time",Crowds,No,2,,,No,
26,Male,Single,High School,Academic,56242,Chennai,College,3,Exhibition,No,Email,Online,Family,4.6,Within city,Alone,Annually,6830,Maybe,VIP Perks,Yes,Gluten-free,186,No,No,Yes,5,4,5,5,4,5,5,3,5,3,3,5,4,Yes,Somewhat,No,Yes,No,No,Always,No,Maybe,No,10.0,7.0,"Parking,Waiting Time,Food Quality",Crowds,No,3,,,Yes,
27,Male,Married,Graduate,Entrepreneur,60132,Mumbai,Reliance,1,Conference,No,Social Media,Online,Industry,6.2,Within city,Alone,Annually,1155,No,None,Yes,"Asian,Vegan,No preference",947,No,No,Maybe,5,4,5,3,5,4,4,4,5,2,4,2,3,Yes,Yes,Yes,Yes,No,No,Sometimes,Yes,No,Yes,8.0,5.0,"Waiting Time,Other",COVID-19,No,4,,,Yes,
30,Male,Single,Graduate,Entrepreneur,177952,Bangalore,Startup,2,Other,Yes,Ad,Online,Entertainment,4.5,Within city,Friends,Quarterly,5162,No,Parking,No,Vegan,1238,No,Yes,Maybe,5,5,5,5,4,5,3,5,3,3,3,4,4,Yes,Yes,No,No,Sometimes,No,Always,Yes,Yes,No,10.0,7.0,"Food Quality,Accessibility",Crowds,Somewhat,5,,,No,
45,Male,Married,High School,Artist,48855,Chennai,Reliance,2,Performance,Yes,Social Media,Through organization,Industry,4.1,Outstation,Alone,Rarely,4272,Yes,Parking,No,Quick snacks,1666,No,Yes,Yes,3,5,2,4,5,3,5,5,1,4,4,3,4,Somewhat,Somewhat,No,Yes,Yes,No,Never,Yes,No,No,9.0,7.0,"Food Quality,Other,Signage",Facilities,Somewhat,4,,,No,
28,Female,Single,Graduate,Academic,90581,Mumbai,Not Disclosed,1,Conference,No,Ad,Online,Art & Culture,5.0,Within city,Friends,Quarterly,4361,No,Event + Food,Yes,Continental,522,No,Maybe,Yes,4,2,5,3,3,4,5,5,5,3,4,4,4,Yes,Somewhat,Yes,Yes,No,No,Sometimes,No,Maybe,No,6.0,10.0,Food Quality,Facilities,No,2,,,No,
50,Male,Married,Postgraduate,Corporate,65515,Hyderabad,Not Disclosed,2,Conference,Yes,Ad,Online,Art & Culture,5.0,Within city,Colleagues,Monthly,7642,No,Networking Access,Yes,Continental,409,Yes,No,No,4,4,5,4,4,5,4,4,4,4,3,5,4,Yes,Yes,No,Yes,Yes,Yes,Sometimes,No,Yes,Yes,10.0,8.0,"Parking,Seating,Accessibility",Pricing,No,3,,,No,
33,Male,Married,Other,Student,123003,Delhi,Not Disclosed,5,Conference,No,Email,Online,Art & Culture,4.8,Outstation,Colleagues,Monthly,1625,Yes,None,Yes,Indian,199,No,Yes,No,4,4,4,3,3,5,4,5,5,2,4,4,5,Yes,Yes,No,Yes,No,No,Always,No,No,No,10.0,7.0,"Tech Issues,Seating",Crowds,No,5,,,No,
42,Male,Single,Postgraduate,Entrepreneur,104649,Bangalore,HUL,5,Meeting,Yes,Word of Mouth,Online,Other,2.6,Within city,Family,Quarterly,8182,No,Parking,No,Quick snacks,1975,No,No,Maybe,5,3,5,4,4,3,5,5,3,5,3,5,4,Yes,Yes,No,Yes,Yes,Maybe,Sometimes,Yes,No,No,10.0,8.0,"Signage,Tech Issues,Seating",Crowds,Yes,4,,,No,user4029@mail.com
39,Female,Single,Graduate,Corporate,51188,Pune,TCS,3,Exhibition,Yes,Ad,Online,Art & Culture,5.3,Within city,Alone,Rarely,4011,No,Event + Food,Yes,"Asian,No preference,Indian",800,No,No,No,4,4,5,4,4,5,2,1,4,2,5,3,4,Yes,Somewhat,No,Yes,No,Maybe,Never,No,No,Yes,6.0,10.0,Other,Crowds,No,5,,,No,
39,Female,Single,Graduate,Entrepreneur,21106,Chennai,Not Disclosed,2,Meeting,No,Social Media,Online,Industry,8.5,Within city,Family,Annually,1839,Yes,Event + Food,Yes,"Continental,Quick snacks,Asian",1057,No,No,No,5,4,1,4,5,3,4,5,2,3,3,5,5,Yes,Somewhat,No,No,No,No,Sometimes,Yes,Yes,No,8.0,8.0,"Other,Parking,Waiting Time",Facilities,No,4,,,Yes,user4400@mail.com
25,Male,Other,Postgraduate,Corporate,48187,Mumbai,Not Disclosed,1,Banquet,Yes,Social Media,Online,Industry,8.3,Within city,Alone,Rarely,2686,No,Event + Food,Yes,Asian,3542,No,No,Maybe,3,3,3,4,4,4,3,5,2,3,2,4,4,Yes,Yes,No,No,Sometimes,No,Sometimes,Yes,No,No,8.0,9.0,Accessibility,Pricing,No,2,,,No,
